category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Ultimate Ears,1.0,0.9,"Ultimate Ears Hyperboom Portable Bluetooth Speakers, Loud Party Speaker, Big Bass, Water Resistant IPX4, 150 Ft Range, USB-C – Black",5634.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,8.5,,,,,,HP,150.0,0.95,"HP Enhanced Business Paper, Glossy, 8.5x11 in, 40 lb, 150 sheets, works with laser printers (Q6611A)",5635.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,30.0,,,,AT&T,1.0,0.95,"AT&T USB-C Wall Charger 30W Fast Charging Power Adapter – Foldable Prongs, Compact Travel Charger – Compatible with iPhone 15, iPad, Samsung Galaxy, Pixel (White)",5636.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,16.0,,,,,,SwissGear,1.0,0.9,"SwissGear Mini 1900 Scansmart Slim Version Laptop Backpack, Black, 16-Inch",5637.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Wireless,Razer,1.0,0.95,"Razer Kaira Wireless Gaming Headset for Xbox Series X|S, Xbox One: Triforce Titanium 50mm Drivers - Cardioid Mic - Breathable Memory Foam Ear Cushions - EQ Pairing Button - Windows Sonic - Black",5638.0,
Smartphones & Wearables,Budget,New,False,Current-Gen,,,40.0,,,,,,Accutime,1.0,0.95,"Accutime Kids Disney Minnie Mouse Pink Educational, Touchscreen Smart Watch Toy for Girls, Boys, Toddlers - Selfie Cam, Learning Games, Alarm, Calculator, Pedometer and More (Size: 40mm)",5639.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,90.0,,,,Lenovo,2.0,0.9,"Lenovo ThinkPad USB-C UltraDock With 90W 2 Prong AC Adapter (40A90090US, USA Retail Packaged)",5640.0,
Tablets & E-Readers,Mainstream,Renewed/Refurbished,False,Current-Gen,,64.0,11.0,,,,,5G,Samsung,1.0,0.9,Samsung Galaxy Tab A9+ 5G 11 - 64GB - Graphite - T-Mobile Only (Renewed),5641.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,JLab,1.0,1.0,"JLab JBuds Air Sport Gen 3 True Wireless Bluetooth Earbuds + Charging Case, Graphite, IP66 Sweat Resistance, Multipoint, Dual Connect, 3 EQ Sound Settings",5642.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Canon,1.0,1.0,Canon RF 50mm F1.8 STM Lens,5643.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,2.4,,,,,Wired,Yealink,1.0,1.0,"Yealink T33G IP Phone, 4 VoIP Accounts. 2.4-Inch Color Display. Dual-Port Gigabit Ethernet, 802.3af PoE, Power Adapter Not Included (SIP-T33G)",5644.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,65.0,65.0,4K/UHD (2160p),,USB-C,Lenovo,1.0,1.0,"Lenovo USB-C Slim Travel Dock, 8 Ports, Up to 65W PD Pass Through, Integrated USB-C Cable, 4K Display Support, Black",5645.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,PopSockets,1.0,0.95,"PopSockets Softgoods Phone Wallet with Expanding Grip and Adapter Ring for MagSafe, Phone Card Holder, Wireless Charging Compatible, Wallet Compatible with MagSafe® - Navy",5646.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,512.0,14.0,,,FHD (1080p),i7,,HP,1.0,1.0,"HP 14 inch Laptop, FHD Display, 13th Generation Intel Core i7-1355U, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home, 14-ep0199nr (2024)",5647.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,NZXT,1.0,1.0,NZXT Vertical GPU Mounting Kit - AB-RH175-B1-175 mm PCIe 4.0x16 Riser Cable - GPU Holder - Sturdy Steel Bracket - Black,5648.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,16.0,512.0,17.0,,,FHD (1080p),Core i3,,ASUS,2.0,1.0,"ASUS Vivobook 17"" FHD Laptop | Intel Core i3-1215U(Beat AMD Ryzen 5 7520U) | Intel UHD Graphics|Camera| Blue | 16GB RAM | 512GB SSD | Windows 11 Home | Bundle with 64GB USB Flash Drive",5649.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,8Bitdo,1.0,0.95,"8Bitdo Classic Controller Travel Case - Pro 2, Sn30 Pro+, Switch, PS5, PS4, Xbox One & More",5650.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,,,,,,,,Sony,1.0,1.0,Sony FE 200-600mm F5.6-6.3 G OSS Super Telephoto Zoom Lens (SEL200600G),5651.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wired,UGREEN,1.0,0.95,"UGREEN Ethernet Switch, 5 Port Gigabit Ethernet Splitter, Plug & Play, Wall Mount & Desktop Network Switch Hub, Unmanaged, Compact, with LED, Fanless Quiet, for Internet Cable, Laptop, Router, NAS",5652.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,IRIS USA,8.0,0.95,"IRIS USA Fits 6"" x 6"" Paper, 8-Pack Thick Portable Plastic Scrapbook Paper Storage Cases Organizers with Built-in Handle for Art and Craft Supplies, Office Document, Stationery, Photo - Clear",5653.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Energizer,4.0,1.0,"Energizer 30039800039768 Max C Batteries, Premium Alkaline C Cell Batteries (4 Battery Count), Silver",5654.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Sony,1.0,0.95,"Sony SRS-XB23 EXTRA BASS Wireless Bluetooth Portable Lightweight Travel Speaker, IP67 Waterproof & Durable for Outdoor, 12 Hour Battery, USB Type-C, Removable Strap and Speakerphone, Black",5655.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,540.0,,,,,Kensington,1.0,0.9,"Kensington Guardian 6 Outlet Power Strip, 15ft Surge Protector, 15-Foot Cord, 540 Joules, Black(K38215NA)",5656.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Pelican,1.0,0.9,Pelican iPhone MagSafe Wallet with RFID Blocking - Military STD Snap-On Magnetic Phone Wallet for Cash and Phone Card Holder - Detachable Card Holder for iPhone Pro Max 16/15/14/13/12 - Black,5657.0,
Tablets & E-Readers,Mainstream,New,False,Current-Gen,8.0,256.0,10.1,,,FHD (1080p),Intel N100,"WiFi 6, BT 5.2",CHUWI,1.0,1.0,"CHUWI 2025 Hi10 X1 Windows 11 Tablet 10.1'', Intel N100(Up to 3.4GHz), 8GB LPDDR5 256GB SSD, Windows Tablet PC, 8MP+5MP Cameras, WiFi 6, BT 5.2, HDMI, USB 3.2, Type C, Full HD",5658.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,192.0,,,,,Creative,1.0,1.0,"Creative Sound Blaster Z SE Internal PCI-e Gaming Sound Card and DAC, 24-bit / 192 kHz, 116 dB SNR, ASIO, 600Ω Headphones Amp, Mic EQ, Discrete 5.1 / Virtual 7.1, Supports Dolby Digital Live, DTS",5659.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.9,"HP 3.5mm Stereo Wired Business Headset, Customer Service Headset with Microphone for Laptop/Desktop/PC/MAC",5660.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,78.74,,,,,,Belkin,1.0,1.0,"Belkin USB C Cable w/Lightning Connector, 6.6ft - Soft, Flexible Fast-Charging Cable, Lightning Charger Cord for iPhone 14 & Earlier Series, iPad 9th Gen, Airpods & More - White",5661.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,ASURION,2.0,0.95,ASURION 2 Year Wearables Protection Plan ($300 - $349.99),5662.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Neewer,1.0,1.0,"Neewer Low Profile Mic Arm Desk Mount, 360° Swivel Boom Arm with Pneumatic Damping Adjustable, Cable Management, Compatible with Shure MV7 SM7B Blue Yeti Gaming Streaming Podcast Microphone, MS002",5663.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,FHD (1080p),,Wired,HP,1.0,1.0,"HP 320 FHD Webcam - USB-A Computer Camera with Mic & Privacy Cover - for Desktop, Laptop, & Chromebook - 1080p Resolution w/Wide FOV - Zoom & Teams Compatible - Clip Mount, Tripod Support, & Swivel",5664.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.95,"JBL Clip 4 - Portable Bluetooth speaker with a built-in battery, IP67 waterproof and dustproof, Compact size and great sound. - Black",5665.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,9.0,,,,,Bluetooth,Pioneer,1.0,0.95,"Pioneer DMH-T450EX 9"" Capacitive Touchscreen, Floating Display – Alexa, Bluetooth, Backup Camera, FLAC, Short Chassis, USB, AM/FM Radio, 13-Band EQ, RCA Preouts",5666.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Polaroid,40.0,0.9,Polaroid Hi-Print + Paper Bundle- 2nd Generation Bluetooth Connected 2x3 Pocket Photo Dye-Sub Printer - Black Printer + 40 Photos (6439),5667.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth 5.1,Dell,1.0,0.9,"Dell Premier Rechargeable Active Pen - PN7522W, 3-Buttons, LED Indicator, Cone-Shaped Nib, Wireless - Bluetooth 5.1 - Black",5668.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Wireless,Razer,1.0,1.0,Wireless Xbox Gaming Headset: Razer Kaira Pro with Titanium Drivers & Supercardioid Mic - Black,5669.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,5.5,,,,,,Garmin,1.0,0.9,"Garmin zūmo XT, All-Terrain Motorcycle GPS Navigation Device, 5.5-inch Ultrabright and Rain-Resistant Display",5670.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,LISEN,1.0,0.95,"LISEN for Magsafe Car Charger Dashboard, 360° Rotatable Mag Safe Charger Car Mount iPhone 16 Pro Max, Ultra Magnetic Wireless Car Charger for Car Mount for iPhone 15 14 Pro Max, Black",5671.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,EPSON,2.0,1.0,"EPSON 802 DURABrite Ultra Ink Standard Capacity Black & Color Cartridge Combo Pack (T802120-BCS) Works with WorkForce Pro WF-4720, WF-4730, WF-4734, WF-4740",5672.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,36000.0,,,,"2.4GHz RF, Bluetooth, Wired",ASUS,1.0,0.95,"ASUS ROG Harpe Gaming Wireless Mouse, Ace Aim Lab Edition, 54g Ultra-Lightweight, 36,000 DPI Sensor, 5 Programmable Buttons, Tri-Mode Connectivity (2.4GHz RF, Bluetooth, Wired), SpeedNova, Black",5673.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Everlasting Comfort,1.0,0.95,"Everlasting Comfort Cool Mist Humidifiers for Bedroom 6L - Humidifier Large Room No-Filter, Quiet Air Humidifier for Plants, Allergies, Dry Skin, Congestion, 50 Hr Run Time",5674.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,VIVO,1.0,0.9,"VIVO Steel Reinforcement Bracket Mount Plate for Thin, Glass, and Other Fragile Table Top Surfaces, Compatible with Most Monitor Stand C-Clamp Installations, Anti-Slip No Scratch, Black, STAND-AC01R",5675.0,
Tablets & E-Readers,Mainstream,New,False,Current-Gen,,,7.0,,,,,,Kobo,1.0,1.0,Kobo Libra Colour | eReader | 7” Glare-Free Colour E Ink Kaleido™ 3 Display | Dark Mode Option | Audiobooks | Waterproof | White,5676.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,PowerA,1.0,0.9,PowerA GameCube Style Wired Controller for Nintendo Switch - Bowser,5677.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Canon,1.0,1.0,"Canon CLI-226 Genuine Gray Ink Tank, Compatible with MG8120, MG6120, MG8220, and MG6220 Printers",5678.0,
Accessories & Consumables,Budget,New,False,Legacy,,,8.5,,,,,,Avery,100.0,1.0,"Avery Printable Tri-Fold Brochures with Mailing Seals, 8.5"" x 11"", Matte White, 100 Blank Brochure Paper for Inkjet Printers (08324)",5679.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Plantronics,1.0,0.9,"Plantronics - Voyager Legend (Poly) - Bluetooth Single-Ear (Monaural) Headset - Connect to your PC, Mac, Tablet and/or Cell Phone - Noise Canceling,Black",5680.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Monster,1.0,0.9,"Monster Boomerang Petite Neckband Bluetooth Speakers, Neck Speaker with 15H Playtime, aptX High Fidelity 3D Stereo Sound, Low Latency, Built-in Mic, IPX5 Waterproof Wearable for Home Outdoor",5681.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Casio,1.0,0.9,"Casio SL-310SV, Sloar Powered Standard Function Calculator",5682.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,UGREEN,1.0,0.9,"UGREEN USB C to 3.5mm Audio Adapter, Hi-Res 32bit/384KHz USB C to Aux Dongle HiFi Headphone Jack Cable Cord Compatible with iPhone 16 15 Pro Max Plus, Samsung Galaxy S24 Ultra, Pixel 8, iPad Air Mini",5683.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Fujifilm,2.0,0.95,Fujifilm Instax Square Film US Twin Pack (2 boxes),5684.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,BAGSMART,1.0,0.9,"BAGSMART Cord Organizer Travel Cable Bag, Compact Tech Electronic Organizer Travel Case, Essentials for Charger, Cable, Phone, Flash drive - Beige",5685.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.9,"JBL Authentics 500 - Retro Style Home Speaker with Bluetooth, Voice Control, and Dolby Atmos, Multi Room Playback, Built in Alexa and Google Assistant, Automatic self tuning",5686.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Speck,1.0,0.95,Speck Clear iPhone 16 Pro Case - Slim Phone Case iPhone 16 Pro - iPhone 16 Pro Phone Case - GemShell - Crystal Clear,5687.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,OtterBox,1.0,1.0,"OtterBox Galaxy S10+ Defender Series Case - Black, Rugged & Durable, with Port Protection, Includes Holster Clip Kickstand",5688.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,BOYA,1.0,0.95,"BOYA BY-V20 Wireless Microphones for iPhone 15/16 Series, Android/Laptop with USB-C Port, 328ft Range, 9H Battery Life, Noise Reduction Mini Mic Clip on Lapel Microphone Wireless for Video Recroding",5689.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,5.0,,,,,StarTech.com,1.0,0.95,StarTech.com 4-Port USB 3.0 SuperSpeed Hub with Power Adapter 5Gbps - Portable Multiport USB-A Dock IT Pro - USB Port Expansion Hub for PC/Mac - 4 Port Powered USB Hub for PC (ST4300USB3),5690.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,,,17.3,,,,,,BAGSMART,1.0,0.9,"BAGSMART Rolling Laptop Bag Women, Rolling Briefcase for Women, 17.3 Inch Laptop Bag with Wheels Computer Bag Laptop Case for Work Travel Business",5691.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,24.0,75.0,,FHD (1080p),,"HDMI, VGA",Sceptre,1.0,0.95,"Sceptre E249W-19203R 24-inch FHD LED Gaming Monitor 2X HDMI VGA 75Hz Build-in Speakers, Machine Black",5692.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,HP,1.0,0.95,"HP OfficeJet Pro 9110b Wireless Color Inkjet Printer, Print, Duplex Printing Best-for-Office (5A0S1A)",5693.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,6.75,,,,,Bluetooth,Sony,1.0,0.9,"Sony XAV-3600 6.75"" Digital Multimedia Bluetooth Receiver with HDMI Input",5694.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Peak Design,1.0,0.9,"Peak Design Travel Tripod, Aluminum, Compact Design, Quick Setup and Takedown, Pro-Level Stability, Ergonomic Ball Head, Compact and Portable Travel Tripod for Camera and Phone, 20 lb Capacity",5695.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,OtterBox,1.0,1.0,OtterBox Commuter Series Case for iPhone 11 Pro Max (Only) - Non-Retail Packaging - Black,5696.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,12.0,,,,DEWALT,1.0,1.0,"DEWALT Heavy Duty NeverBlock USB Charger, Angled Dual Port 12W Wall Charger Adapter, Foldable Plug, Charging Box Brick, Cube for iPhone 15 14 13 12 11 Pro Max, Galaxy S22 S21 Note 20, HTC, Moto, LG",5697.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,180.0,,2K/QHD (1440p),,,ViewSonic,1.0,0.95,"ViewSonic VX2728J-2K 27 Inch Gaming Monitor 1440p 180hz 0.5ms IPS w/FreeSync Premium, Advanced Ergonomics, HDMI, and DisplayPort",5698.0,
PC Components (Core),Mainstream,Renewed/Refurbished,False,Current-Gen,,12288.0,,,,,,,Seagate,1.0,0.95,Seagate Skyhawk 12TB Video Internal Hard Drive HDD-3.5 Inch SATA 6Gb/s 7200PRM 256MB Cache for DVR NVR Security Camera System with Rescue Services (ST12000VX0017/0007) (Renewed),5699.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Victrola,1.0,0.9,"Victrola The Empire Mid-Century 6-in-1 Turntable & Multimedia Center with Built-in Speakers – 3 Speed, Bluetooth Connectivity, Radio, Cassette & CD Player, RCA Out, Headphone Jack (Espresso)",5700.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,30.0,,,,,,VIVO,1.0,1.0,"VIVO Triple LCD LED Computer Monitor Desk Stand, Free Standing Heavy Duty Fully Adjustable Mount for 3 Screens up to 30 inches STAND-V003E",5701.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Focusrite,1.0,1.0,"Focusrite Scarlett 18i20 4th Gen USB Audio Interface, for Multitrack Recording, Music Production and Podcasting — High-Fidelity, Studio Quality Recording, and All the Software You Need to Record",5702.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,3000.0,3000.0,,,Bluetooth,Pyle,1.0,0.95,"Pyle Home Theater Bluetooth Amplifier Receiver - 4 Channel 3000 Watt Stereo Speaker Home Audio Amplifier Receiver w/Radio, USB, 2 Microphone w/Echo, CD DVD Player, LCD, Rack Mount - PD3000BT.5",5703.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Arrow,1250.0,1.0,"Arrow 506 T50 Heavy Duty Staples, 3/8-Inch Leg Length, 3/8-Inch Crown Width Staples for Upholstery, Construction, Furniture, Crafts, 1250-Pack",5704.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,5.0,,,,,Bluetooth,VTech,3.0,0.9,"VTech IS8251-3 Business Grade 3-Handset Expandable Cordless Phone for Home Office, 5"" Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System,Bluetooth Connect to Cell",5705.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Jabra,1.0,0.9,"Jabra Evolve2 True Wireless in-Ear Bluetooth Earbuds with Active Noise Cancellation (ANC) and 4-mic MultiSensor Voice Technology - Microsoft Teams Certified, Works with All Other Meeting apps - Black",5706.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,17.3,120.0,,4K/UHD (2160p),,,Wacom,1.0,0.95,"Wacom Cintiq Pro 17 Drawing Tablet with Screen, 17.3"" Ultra HD 4K. 10-bit 120Hz Touchscreen Display Graphic Arts Tablet with Pro Pen 3, for Windows PC, Mac, Linux",5707.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,1.0,,,,,,Belkin,1.0,0.9,"Belkin BoostCharge Pro Flex Braided USB-C to USB-A Cable (1M/3.3FT) USB-IF Certified Fast Charging Cable for iPhone 16, iPhone 16 Pro, iPad, Galaxy S25, Note, Pixel, Nintendo Switch 2 & More - Black",5708.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,ARKON,1.0,0.95,ARKON Mounts - Car Seat Rail Tablet Mount and Holder | Heavy-Duty for Car/Truck | Adjustable Angle & Height | Easy Installation & Removal | 22-inch Arm for Enhanced Accessibility & Convenience,5709.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Nintendo,2.0,0.95,Nintendo Joy-Con (L) Pastel / (R) Pastel Japan Stock,5710.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,20.0,,,,Eaton,1.0,0.95,Eaton BRN220GF 2 Pole 20 Amp 120/240 V BR GFCI Circuit Breaker Replaces GFTCB220,5711.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Canon,1.0,0.9,"Canon GI-20 Genuine Magenta Ink Bottle, Compatible with Megatank G5020, G6020, G7020 Printers",5712.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,24.0,,,FHD (1080p),,,Lenovo,1.0,0.95,"Lenovo ThinkVision S24i-30 24"" Class Full HD LED Monitor - 16:9 - Raven Black, Storm Gray",5713.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,4.6,,,i5,,Intel,1.0,1.0,"Boxed INTEL I5-13400F 20M Cache, UP to 4.60GHZ",5714.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Energizer,12.0,1.0,"Energizer EN93 Industrial C 12 Alkaline Batteries, Pack of 12",5715.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Wired,Plantronics,1.0,0.9,"Plantronics Blackwire 3215 USB-A Headset, On-Ear Mono Headset, Wired",5716.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Canon,1.0,1.0,"Canon PGI225/CLI226 Genuine Color Multi Pack, Compatible with iP4820, MG5220, MG5120, MG6120, MG8120, MX882, iX6520, iP4920, MG5320, MG6220, MG8220, and MX892 Printers",5717.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.9,"JBL Vibe Flex True Wireless Earbuds – Bluetooth Earphones with Deep Bass Sound, IP54 Water & Dust Resistant, Long Battery Life, Voice Assistant Compatible, Open-Ear Design (Beige)",5718.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Elgato,1.0,1.0,"Elgato Wave Neo – USB Condenser Microphone, Tap to Mute, for Gaming, Streaming, Meetings, Voice Recording on Teams/Zoom/OBS/Twitch/YouTube & more, Plug-’n-Play, Works on Laptop, PC, Mac, iPad, iPhone",5719.0,
PC Components (Core),Premium,New,True,Current-Gen,12.0,,,2557.0,,,RTX 5070,"DisplayPort x3 2.1a, HDMI 2.1b",MSI,1.0,1.0,"MSI Gaming RTX 5070 12G Ventus 2X OC White Graphics Card (12GB GDDR7, 192-bit, Extreme Performance: 2557 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",5720.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,2048.0,,,,,,USB 3.0,Seagate,1.0,1.0,"Seagate One Touch, 2TB, Password activated hardware encryption, portable external hard drive, portable external hard drive, PC, Notebook & Mac, USB 3.0, Black (STKY2000400)",5721.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,1.0,,,,,,Brother,1.0,0.95,"Brother(R) TZe-251 Black-On-White Tape, 1in. x 26.2ft., 239376-2240",5722.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,90.0,,,,,,SANUS,1.0,1.0,"SANUS Full Motion TV Wall Mount for TVs up to 90"" - Premium Design Extends 24"" with Fingertip Swivel and Tilt - Easy 20 Minute Install - OLF24",5723.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,100.0,4K/UHD (2160p),,"USB C 3.2, USB A 3.2",UGREEN,1.0,0.9,"UGREEN Revodok Pro 109 USB C Hub 9 in 1 10Gbps USB C 3.2 & USBA 3.2 4K HDMI, 100W Power Delivery, SD/TF Card Reader Gigabit Ethernet for MacBook Pro/Air, iPhone 16 15 Pro/Max, Thinkpad and More",5724.0,
Peripherals & Input Devices,Mainstream,Renewed/Refurbished,False,Current-Gen,,,,,,,,USB and Ethernet,Zebra,1.0,0.9,"Zebra - GK420t Thermal Transfer Desktop Printer for Labels, Receipts, Barcodes, Tags, and Wrist Bands - Print Width of 4 in - USB and Ethernet Port Connectivity (Renewed)",5725.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,360.0,,,,,,be quiet!,1.0,0.95,be quiet! Silent Loop 3 360mm CPU AIO Liquid Cooler | 3 Silent Wings 4 120mm PWM High-Speed Fans | Quiet Performance | 6-Pole Motor | Discreet ARGB Lighting | Refillable | Black | BW025,5726.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,,,,Sony,1.0,0.9,Sony FE 50-150 F2 GM,5727.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Scosche,1.0,1.0,"Scosche ICCR6BN Double DIN Radio Installation Dash Kit Compatible with Select 2007-2020 Chrysler, Dodge, Jeep and RAM Vehicles - Complete Aftermarket Car Stereo Install Kit - See Fit Guide In Images",5728.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,E-Z Ink,10.0,0.9,E-Z Ink Compatible Ink Cartridge Replacement for Brother LC103XL Ink Cartridges LC103 XL LC103BK LC101 LC 103 to Use with MFC-J870DW MFC-J470DW MFC-J6920DW MFC-J6520DW MFC-J450DW (10 Pack),5729.0,
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,16.0,512.0,,,,,i5,WiFi 6,Lenovo,1.0,1.0,"Lenovo ThinkCentre neo 50q Gen 4 Business MFF Desktop, 13th Gen Intel Core i5-13420H, 16GB RAM, 512GB PCIe SSD, Display Port, HDMI, RJ-45, Wi-Fi 6, Windows 11 Pro",5730.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,,Dyson,1.0,0.95,"Dyson OnTrac™ Headphones, CNC Copper",5731.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Plantronics,1.0,0.9,"Poly Sync 20+ Personal Portable Bluetooth Speakerphone (Plantronics) - Noise/Echo Reduction - USB-C Bluetooth Adapter - Works w/Teams, Zoom, PC, Mac, Mobile – Amazon Exclusive",5732.0,
Cameras & Photography,Mainstream,New,True,Current-Gen,,64.0,,,,,,,Sony,1.0,0.95,"Sony ZV-E10 Mirrorless Camera, Black Bundle with SanDisk 64GB Memory, Slinger Multi-Device Shoulder Bag",5733.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,62.2,,,,,,SIRUI,1.0,0.9,"SIRUI ST-124+VA-5 Carbon Fiber Tripod with Fluid Video Head, Triangular Centre Column, Waterproof,4 Sections, 62.2inch, Load 6.61lbs",5734.0,
