category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-6700,,,64.0,1024.0,DDR4,,,,,,,,,Optiplex 7040,,,,,,,,,,,,,,,,,,NVMe,,gpt-4o-mini,"Dell Optiplex 7040 Small Form Desktop, Intel Quad Core i7 6700 3.4Ghz, 64GB DDR4, 1TB NVMe PCIe M.2 SSD, HDMI, Windows 11 Pro (Renewed)",1505
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Black",1506
Mobile Devices,tablet,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ESR iPad Air 13 Inch Case Keyboard (M3/M2, 2025/2024), Keyboard Case with Trackpad, Magnetic Detachable Keyboard with Backlit Keys, Fully Adjustable Portrait/Landscape Stand, Ascend Series, Black",1507
Peripherals & Input,keyboard,Mainstream,Renewed/Refurbished,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Logitech Ergo K860 Wireless Ergonomic Keyboard with Wrist Rest - Split Keyboard Layout for Windows/Mac, Bluetooth or USB Connectivity (Renewed)",1508
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Monster,0.95,,,,,,,,,,,,,,2.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Monster Rocker 270 Sport | Portable Indoor/Outdoor Wireless Speaker, 60 Watts, Up to 24 Hours Playtime, IPX4 Water Resistant, Connect to Another TWS Speaker",1509
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB-C, USB-A",,,,,,,,,,100.0,gpt-4o-mini,"UGREEN Revodok Pro 209 USB C Docking Station, DisplayLink 9-in-1 Dual 4K@60hz Monitor Dock for MacBook & Windows with 2 DP & 2 HDMI, 10 Gbps USB C & USB-A Data Ports, 100W PD, Gigabit Ethernet",1510
Computers & Gaming,nas,Mainstream,New,False,Current-Gen,Synology,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,DS225+,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Synology 2-Bay DiskStation DS225+ (Diskless),1511
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,32.0,,DDR4,,,,,,,,,VENGEANCE RGB PRO SL,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,CORSAIR VENGEANCE RGB PRO SL DDR4 RAM 32GB (2x16GB) 3600MHz CL18-22-22-42 1.35V Intel AMD Desktop Computer Memory - White (CMH32GX4M2D3600C18W),1512
Out of Scope,excluded,Mainstream,New,False,Legacy,Lowrance,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lowrance TripleShot Skimmer Transducer for Hook Reveal and HOOK2 Fish Finders, Black",1513
Accessories,excluded,Mainstream,New,False,Current-Gen,Wiremold,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Wiremold Cable Management Kit, CordMate II, Cord Organizer and Hider, Cord Cover, Concealer, and Protector for Wall, Medium Capacity, CMK50",1514
Accessories,cable,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,USB-C,,,Apple,,,M-to-M,False,,,,gpt-4o-mini,Apple Thunderbolt 4 (USB-C) Pro Cable (3 m) ​​​​​​​,1515
Audio & Media Systems,audio_interface,Mainstream,New,False,Current-Gen,Elgato,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Elgato Stream Deck + XLR - Audio Mixer & Controller, Rear XLR-to-USB Mic Interface, Compatible with any Mic for Podcasting, Streaming, Content Creators, dials and LCD keys, PC/Mac",1516
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Texas Instruments,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Texas Instruments BAII Plus Financial Calculator, Black",1517
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,Intel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i9-13900K,,,,,Gen4,,,,,,,,,Core i9-13900K,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Intel Core i9-13900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) 36M Cache, up to 5.8 GHz",1518
Mobile Devices,smartwatch,Mainstream,New,False,Current-Gen,Amazfit,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTR Mini,,,,,,,True,,,,,,,,,True,,,,gpt-4o-mini,"Amazfit GTR Mini Smart Watch 43mm, 14-Day Battery Life, GPS, AI Fitness App Enabled, Heart Rate & Sleep Health Monitoring, Activity Trackers and Smartwatches, Android iPhone Compatible, Black",1519
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR5,,,64.0,,DDR5,,,,,,,,,Dominator Titanium RGB,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,CORSAIR Dominator Titanium RGB DDR5 RAM 64GB (2x32GB) DDR5 6600MHz CL32 Intel XMP iCUE Compatible Computer Memory - Black (CMP64GX5M2X6600C32),1520
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,SANUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,Tilt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SANUS Height Adjustable Full Motion TV Wall Mount for 19” to 43” TVs – Raise or Lower TV 2” After Install – Maximizes Compatibility with Your Setup – 3 Step DIY w/Smooth Extension, Tilt & Swivel",1521
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,Mounting Dream,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,Fixed,1.0,60.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Mounting Dream UL Listed TV Mount for Most 37-75 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",1522
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,SANUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,Full-Motion,1.0,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SANUS Full Motion TV Wall Mount for 42” to 90” TVs up to 125lbs – Extend, Swivel, Tilting TV Mount - Easy 3 Step DIY Install w/ Included Hardware - Black Finish",1523
Peripherals & Input,game_controller,Mainstream,New,False,Current-Gen,Kishi,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Kishi V3 Pro XL Gaming Controller for iPad & Android Tablets up to 13"": Full Sized TMR Thumbsticks - Dual Back Buttons - Wired & Remote Play for PC - HD Haptics - 6 Free Months of Apple Arcade",1524
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 304A Cyan, Magenta, Yellow Toner Cartridges (3-pack) | Works with HP Color LaserJet CM2320 MFP, HP Color LaserJet CP2025 Series | CF340A",1525
"Cameras, Photography & Video",security_cam,Mainstream,New,True,Current-Gen,Google,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Google Nest Cam Outdoor - 1st Generation - Weatherproof Camera - Surveillance Camera with Night Vision - Control with Your Phone,1526
Accessories,mount_small,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desk_arm,Fixed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,iPad,,,,,,,,gpt-4o-mini,UGREEN Tablet Stand Holder for Desk with 360° Rotating Base Aluminum Dual Rod Support Adjustable Home Office Accessories Compatible for iPad Pro 13 12 11 Air Mini 5 4 3 Phone E-Reader Silver,1527
Audio & Media Systems,audio_interface,Mainstream,New,False,Current-Gen,PYLE-PRO,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PYLE-PRO Premium Direct Injection Audio Box - Passive DI Unit Hum Eliminator w/ Input Attenuator to Connect Guitar & Bass - 1/4 Inch Impedance Transformer Connector to Balanced & Unbalanced XLR-PDC22 , Black",1528
Out of Scope,excluded,Mainstream,New,False,Current-Gen,ABB,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ABB THQLSURGE2 Type 1 Surge Protective Device • Plug-On SPD with Pigtail for Power Supply Systems • Whole-Home or Office Protection • Compatible with PowerMark™ Load Centers,1529
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Energizer,0.95,,,,,,100.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,100 Count Energizer Industrial EN92 Alkaline AAA 1.5v Batteries LR03,1530
Peripherals & Input,barcode_scanner,Mainstream,New,False,Current-Gen,Zebra,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,gpt-4o-mini,"Zebra DS3678-SR Ultra-Rugged Cordless 2D/1D Barcode Scanner/Linear Imager Kit, Bluetooth, FIPS, Vibration Motor, Includes Cradle, Power Supply and Heavy-Duty Shielded 7 ft USB Cable (CBA-U42-S07PAR)",1531
Networking & Smart Home,range_extender,Mainstream,New,False,Current-Gen,Linksys,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX1800,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Linksys WiFi Extender, WiFi 6 Range Booster, Dual-Band Booster, Internet Repeater, 2,000 Sq. ft Coverage, Speeds up to (AX1800) 1.8Gbps - RE7310",1532
Computers & Gaming,laptop,Premium,New,True,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,i7-1365U,,,32.0,1024.0,Gen4,,,,,,,,,ThinkPad X1 Carbon,,,,,,,True,,,,,,,,,,,SSD,,gpt-4o-mini,"Lenovo Gen 11 ThinkPad X1 Carbon Laptop with Intel Core i7-1365U vPro Processor, 14"" WUXGA 100% sRGB Anti-Glare Touchscreen, 32GB LPDDR5 RAM, 1TB Gen4 Performance SSD, Thunderbolt, and Windows 11 Pro",1533
"Cameras, Photography & Video",mirrorless_dslr,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS-C,4K,False,,,,,,False,,,,,,,,,,,,,,,ZV-E10,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Sony ZV-E10 APS-C Mirrorless Interchangeable Lens Vlogging Camera with 16-50mm Lens, Black - Bundle with 64GB SD Card, Shoulder Bag, 40.5mm Filter Kit",1534
PC Components (Core),cpu,Premium,New,True,Current-Gen,Intel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i9-14900KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Intel® Core™ i9-14900KS Desktop Processor 24 cores (8 P-cores + 16 E-cores),1535
"Cameras, Photography & Video",gimbal_tripod,Mainstream,New,False,Current-Gen,ZHIYUN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ZHIYUN CINEPEER Weebill 3E, 3-Axis Lightweight Gimbal Stabilizer for DSLR & Mirrorless Camera Canon/Sony/Panasonic/Nikon, 3KG Payload, Native Vertical Shooting, Bluetooth Shutter Control",1536
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Aputure,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Aputure Light Dome III (35.1"")",1537
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,APC,0.95,,,,,,,,1500.0,VA,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"APC UPS Battery Replacement, APCRBC133, for APC UPS Models SMT1500RM2U,SMT1500RM2UC, SMT1500RM2UNC and select others",1538
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,WiFi_7_BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Core™ Ultra Series 2,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ASUS PRIME Z890-P WIFI Z890 LGA 1851 ATX motherboard, Intel® Core™ Ultra Series 2 Ready, Advanced AI PC-ready, 14+1+1+2 power stage, DDR5, PCIe® 5.0, Thunderbolt™ 4 USB Type-C®, 4x M.2, Wi-Fi 7, 2.5Gb",1539
"Office, Printing & Power",calculator,Mainstream,Renewed/Refurbished,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Texas Instruments TI-83 Plus Graphing Calculator (Renewed),1540
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,PGYTECH,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"PGYTECH 1.8"" Wide Camera Shoulder Strap with Quick Release Plate Wide Camera Neck Straps Long for Photographers Adjustable for DSLR SLR (Night Black)",1541
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,True,False,A3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Canon Pixma iX6820 Wireless Business Printer with AirPrint and Cloud Compatible, Black",1542
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Nitecore,0.95,,,,,,,,,,,,5000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Nitecore NB Air 5000mAh Ultra Lightweight and Slim Power Bank, USB-C Port for Phones, Smart Watches, Earbuds, Flashlights, and Headlamps",1543
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Retevis,0.9,,,,,,4.0,,,,,,2600.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Retevis RT86 Professional 2 Way Radio Long Range,High Power Walkie Talkies for Adult with Shoulder Mic,Heavy Duty Two Way Radios Rechargeable,2600mAh,USB,Handheld Emergency Radio for Warehouse(4 Pack)",1544
PC Components (Core),cpu,Mainstream,New,False,Current-Gen,AMD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 8600G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,AMD Ryzen 5 8600G,1545
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brady,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brady Authentic (M4C-1000-595-WT-BK) All-Weather Vinyl Labels 1 in W x 25ft Black on White. for use with BMP41, BMP51, M410, M510, and M511 Label Printers.",1546
PC Components (Core),ram,Mainstream,New,False,Current-Gen,OWC,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,OWC 32GB (2X16GB) DDR4 RAM Compatible with Synology DiskStation DS723+ and DS923+ NAS System 2666MHz PC4-21300 CL19 ECC Unbuffered SODIMM 2Rx8 1.2V Memory Upgrade,1547
Audio & Media Systems,headphone,Mainstream,New,False,Current-Gen,FiiO,0.95,,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"FiiO K11 R2R DAC and Headphone Amplifier for Home Audio or PC, 6.35mm and Balanced 4.4mm, RCA, Coaxial, Optical, 1300mW, 384kHz/24Bit DSD256 (Silver)",1548
Accessories,stylus,Mainstream,New,False,Current-Gen,DEWALT,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,gpt-4o-mini,"DEWALT Heavy Duty 3-in-1 Mini Stylus Pocket Pen, Tablet Pens for iPad, EDC Touch Screen Pens, Ballpoint w/Touchscreen Tip, Keypad Tip, Compatible iPhone Stylus Pen, Extra Ink Cartridge, Gifts for Dad",1549
Computers & Gaming,laptop,Premium,New,True,Current-Gen,GIGABYTE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,QHD_1440p,,165.0,,,,,,,,,,,,,,,,Ryzen 9 + RTX 5070,,,32.0,1024.0,,,,,,True,,,,AERO X16,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,GIGABYTE AERO X16; Copilot+ PC - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 5070 - AMD Ryzen AI 9 HX 370-1TB SSD with 32GB DDR5 RAM - Windows 11 Home - Lunar White AERO X16 2WHA3USC64DH,1550
Out of Scope,excluded,Mainstream,New,False,Current-Gen,BAOFENG,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,,,,,gpt-4o-mini,BAOFENG USB Programming Cable CH340 Chip Compatible UV-5R Mini BF-F8HP Pro 5RM UV-32 DM32 K5PLUS GMRS GM-15PRO UV-5G Plus GM21 AR-152 UV-21R Quansheng UV-K5 8 Ham Radio Accessories,1551
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,65.0,W,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,USB-C,,,,,,,,,,65.0,gpt-4o-mini,"UGREEN 65W USB-C Charger Block, Nexode 3-Port Type-C GaN Charger USB C Power Adapter Fast Charging Compatible with iPhone 16/15, Galaxy S24/S23, MacBook Pro/Air, iPad Pro/Air, Pixel 9/8, Steam Deck",1552
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Bose,0.95,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Bose Surround Speakers 700, Black",1553
Accessories,remote_control,Mainstream,New,False,Current-Gen,RCA,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"RCA 3-Device Palm-Sized Universal Remote, Long Range IR, Replaces Most Major Remote Brands, Designed for Comfort, RCR503BE",1554
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,SanDisk,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,SanDisk Ultra 64GB 2‑pack SDXC UHS-I Class 10 Memory Card,1555
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,VIVO,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,wall,Full-Motion,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"VIVO Full Motion Ultrawide Monitor Wall Mount, Fits Ultra-Wide Screens up to 49 inches and 44 lbs, Tilt and Swivel Arm, Black, MOUNT-VW01M",1556
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Canon,0.95,Inkjet,True,True,A4,8.8,1.0,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,USB,,,,,,,True,,,,gpt-4o-mini,"Canon PIXMA TR4720 All-in-One Wireless Printer with Auto Document Feeder, Mobile Printing, Copy, Fax and Scanner Black 5074C002 Bundle with DGE USB Connection Cable + Small Business Software Kit",1557
"Cameras, Photography & Video",mirrorless_dslr,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS-C,4K,False,Sony_E,24.2,False,,,False,,,,,,,,,,,,,,,a6100,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Sony Alpha a6100 16-50mm,1558
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,Tyler,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,True,,,,,,,,,,,,,,14.0,FHD_1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Tyler 14” Portable TV LCD Monitor 1080P Rechargeable Lithium Battery Operated, 2 Antenna, HDMI, USB, RCA, FM Radio, Digital Tuner, AV Inputs, AC/DC, TV Stand and Remote Control for Car Travel",1559
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Aputure,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Aputure Amaran MC RGBWW Mini On Camera Video Light,3200K-6500K,CRI/TLCI 96+,HSI Mode,Support Magnetic Attraction,App with USB-C PD and Wireless Charging",1560
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Pyle 3-Way Universal Car Stereo Speakers-300W 6.5” Triaxial Loud Pro Audio Car Speaker Universal OEM Quick Replacement Component Speaker Vehicle Door/Side Panel Mount Compatible PL613BK (Pair), black",1561
