category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id,error_log
PC Components (Core),excluded,Mainstream,New,False,Current-Gen,Corsair,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Corsair Dual SSD Mounting Bracket (3.5” Internal Drive Bay to 2.5"", Easy Installation) Black",1532.0,
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Dell,0.95,,,,,,,,,,,,90.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,Dell,,,M-to-F,False,,,,gpt-4o-mini,"New Laptop Charger 90W watt USB Type C(USB-C) AC Power Adapter Include Power Cord for Dell XPS 13，Precision 3540,Latitude 3400,3500, 5289,5300 2in1,7400 2in1,7300, 7390 2in1, 7200 2in1,5400,0TDK33",1533.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics External Hard Drive Portable Carrying Case, Black",1534.0,
PC Components (Core),ram,Mainstream,New,False,Current-Gen,Crucial,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,32.0,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Crucial 32GB Kit (16GBx2), 260-pin SODIMM, DDR4 PC4-19200,",1535.0,
Mobile Devices,smartwatch,Premium,Renewed/Refurbished,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Watch Series 10,LTE/4G,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Apple Watch Series 10 [GPS + Cellular, 46mm] - Jet Black Aluminum Case with Black Sport Band, S/M (Renewed)",1536.0,
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,False,Current-Gen,DELL,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-9500T,,,16.0,512.0,DDR4,,,,,,,,,Optiplex 5070 Micro MFF,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"DELL Optiplex 5070 Micro MFF Desktop PC Intel i5-9500T, 16GB DDR4 New 512GB M.2 NVMe SSD, WiFi BT HDMI New KB & Mouse Windows 11 Pro (Renewed)",1537.0,
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,RØDE,0.95,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"RØDE Lavalier II Premium Ultra-Low-Profile Lavalier/Lapel Microphone for Broadcast, Filmmaking, Content Creation, Location and Studio Voice Recording",1538.0,
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,PNY,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,gpt-4o-mini,"PNY 256GB Elite-X Class 10 U3 V30 microSDXC Flash Memory Card - 100MB/s, Class 10, U3, V30, A1, 4K UHD, Full HD, UHS-I, Micro SD",1539.0,
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,,,,,,,,,,,,,,,,,Intel Celeron N4500,,,4.0,352.0,,,,,,,,,,Ideapad 3,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lenovo Ideapad 3 15.6"" FHD Chromebook, Intel Celeron N4500, 4GB RAM, 352GB Storage (64GB SSD+288GB Docking Station Set), ‎Intel UHD Graphics, Full Size Keyboard, Chrome OS, Artic Gray",1540.0,
Accessories,protection_case,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Apple Smart Keyboard: iPad Keyboard and case for iPad Pro 10.5-inch, iPad Air (3rd Generation), and iPad (7th, 8th, and 9th Generation), Comfortable Typing Experience, US English - Black",1541.0,
Audio & Media Systems,audio_interface,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Pyle Mini Phono Turntable Preamp - Low Noise Stereo Preamplifier with RCA Input/Output - 12V DC Adapter - High-Fidelity Audio for Vinyl - Phonograph - Home Audio - PP999,1542.0,
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,CORSAIR,0.95,,,,,,,,,,,,,,,,True,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"CORSAIR VIRTUOSO RGB WIRELESS XT Multiplatform Gaming Headset With Bluetooth - Dolby Atmos - Broadcast Quality Microphone - iCUE Compatible- PC, Mac, PS5, PS4, Nintendo Switch, Mobile - Black",1543.0,
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,CHERRY,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,False,,,,gpt-4o-mini,"CHERRY Stream Keyboard Wired USB SX Scissors Mechanism QWERTY Whisper-Quiet Silent Keystroke for Home Office, Work or Personal Computer. Black",1544.0,
"Cameras, Photography & Video",lens,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoom,6.3,,,,,,,,,,,,,,,,RF-S10-18mm,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon RF-S10-18mm F4.5-6.3 is STM Ultra-Wide-Angle Zoom Lens, Mirrorless, 4.0 Stops of Shake Reduction, Great for Vlogging & Selfies, Compact & Lightweight, for Video, Travel, Landscapes & Interiors",1545.0,
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Klipsch,0.95,,,,,,,,,,,,,,2.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Klipsch The One Plus Premium Bluetooth Speaker System with Two 2.25” Full Range Drivers, 4.5” Woofer, Bluetooth 5.3 with Up to 40 ft. of Distance, Walnut",1546.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,LG,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,FHD_1080p,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24U411A-B,,,,,,,,,HDMI,,,,,,,,,,,gpt-4o-mini,"LG 24U411A-B 24-inch Full HD (1920 x 1080) IPS Computer Monitor, 120Hz, HDR10, Reader Mode, Flicker Safe, HDMI, Slim Stand Base, Black",1547.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",,,,,,,,gpt-4o-mini,"EPSON 822 DURABrite Ultra Ink High Capacity Yellow Cartridge (T822XL420-S) Works with WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",1548.0,
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 3.2 Gen 2,,,,,,,,,NVMe,,gpt-4o-mini,UGREEN M.2 NVMe SSD Enclosure 10Gbps USB 3.2 Gen 2 (10 Gbps) to NVME M-Key/(B+M) Key Solid State Drive External Enclosure Support UASP Trim for 2230/2242 /2260/2280 NVME SSDs,1549.0,
Mobile Devices,gps_navigator,Mainstream,New,True,Current-Gen,Garmin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive 52,,,,,,Automotive,,,,,,,,,,,,,,gpt-4o-mini,"Garmin Drive 52, GPS Navigator with 5” Display, Simple On-Screen Menus and Easy-to-See Maps",1550.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine-Drum Unit, DR420, Seamless Integration, Yields Up to 12,000 pages, Black",1551.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"EPSON 288 DURABrite Ultra Ink Standard Capacity Black Cartridge (T288120-S) Works with Expression XP-330, XP-430, XP-434, XP-340, XP-440, XP-446",1552.0,
Accessories,excluded,Mainstream,New,True,Current-Gen,Corsair,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Corsair iCUE LINK QX120 RGB 120mm Magnetic Dome RGB Fans - Triple Fan Starter Kit with iCUE LINK System Hub - Black,1553.0,
PC Components (Core),gpu,Mainstream,New,True,Current-Gen,MSI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12.0,,,,Gen5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI Gaming RTX 5070 12G Vanguard SOC Graphics Card (12GB GDDR7, 192-bit, Extreme Performance: 2655 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",1554.0,
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.012,3.5mm TRS to 6.35mm,True,Metal,,,,M-to-M,False,,,,gpt-4o-mini,"UGREEN 1/8 to 1/4 Stereo Cable 3.5mm TRS to 6.35mm Audio Cable Guitar to Aux Male Cord with Zinc Alloy Housing and Nylon Braid for Guitar, Laptop, Home Theater Devices, Speaker and Amplifiers 6.6FT",1555.0,
Networking & Smart Home,smart_sensor,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,,,Dual-Band,,,Battery,WiFi,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapo T110,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,TP-Link Smart Door/Window Sensor Tapo T110,1556.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother TN-436 Super High Yield Toner Cartridge Set (6,500 Yield)",1557.0,
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,Asrock,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGA1700,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Asrock B760M Pro RS WiFi White Intel Micro ATX Motherboard DDR5 DIMM 7200 MHz 256 GB LGA1700 SATA3 6.0 Gb/s LED M.2,1558.0,
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Hp Printing 972X Genuine PageWide Color and Black High Yield Toner Set (F6T84AN, L0R98AN, L0S01AN, L0S04AN)",1559.0,
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPad Air,,,,,,,,gpt-4o-mini,"ESR Paper-Feel Magnetic Screen Protector for iPad Air 11 Inch M3/M2 (7th/6th Gen, 2025/2024), Write and Draw Like on Paper, Detachable and Reusable, Compatible with Tempered Film, Matte, Anti-Glare",1560.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Avery Removable ID Labels, Sure Feed Technology, Removable Adhesive, 1"" x 2-5/8"", 750 Labels (6460)",1561.0,
Networking & Smart Home,smart_alarm,Mainstream,New,False,Current-Gen,Tapo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,,Dual-Band,,,Wired,Matter,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapo P316M,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Tapo Smart Wi-Fi Power Strip- 6 Individually Controlled Smart Outlets and 3 USB Ports with Surge Protection, Matter, Works w/Alexa, Google Home, Siri, & Bixby, No Hub Needed, Tapo P316M",1562.0,
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,Bushnell,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Bushnell Falcon 10x50 Wide Angle Binoculars (Black),1563.0,
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,Ergotron,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,wall,,1.0,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,gpt-4o-mini,"Ergotron – LX Single Monitor Arm, VESA Wall Mount – for Monitors Up to 34 Inches, 7 to 25 lbs – Polished Aluminum",1564.0,
Computers & Gaming,laptop,Mainstream,New,True,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,FHD_1080p,,,,,,,,,,,,,5.0,,,,,Intel Ultra 5 125U,,,32.0,1024.0,DDR5,,,,,,,,,ThinkPad T14 Gen 5,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lenovo ThinkPad T14 Gen 5 Business Laptop 14"" FHD+ IPS, Intel Ultra 5 125U, 32GB DDR5 RAM, 1TB SSD, 5MP HD Webcam, Fingerprint, Backlit, Wi-Fi 6E, 2 Thunderbolt 4, AI PC, W11P, 3 Yr Wty",1565.0,
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Philips,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5mm Jack,,,,,,M-to-M,False,,,,gpt-4o-mini,"Philips Pro Wired Earbuds with Microphone, Hi-Res Audio in-Ear Headphones with 3.5mm Jack, Comfortable and Durable Build Earphones, Perfect for Music, Calls, and Daily Use, 3 Extra Eartips Included",1566.0,
PC Components (Core),ram,Mainstream,New,True,Current-Gen,Corsair,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR5,,,64.0,,DDR5,,,,,,,,,CMP64GX5M2B6000Z30,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Corsair Dominator Titanium RGB DDR5 64GB (2x32GB) DDR5 6000MHz CL30 AMD Expo Intel XMP iCUE Compatible Computer Memory – Gray (CMP64GX5M2B6000Z30),1567.0,
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Pioneer DJ,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Pioneer DJ HDJ-CUE1 On-ear DJ Headphones - Black,1568.0,
PC Components (Core),excluded,Mainstream,New,False,Current-Gen,LIAN LI,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,LIAN LI O11D MINI V2 | Compact ATX Mid-Tower Airflow Computer Case | Panoramic View | Fully Ventilated Airflow | Adjustable I/O | Pillar-Less | Cable Management | Black (O11DMIV2X),1569.0,
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,WAVLINK,0.95,,,,,,,,,,,,100.0,W,,180.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C/A,,,,,,,,,,,gpt-4o-mini,"WAVLINK DisplayLink Laptop Docking Station - Quad Monitor 5K/4K@60Hz, 100W Charging - Thunderbolt 4/3, USB-C/A - M1 M2 Mac/Windows/Chrome/Ubuntu - 4 HDMI, 4 DP, 180W Power, SD 4.0 CR, 2.5Gbps LAN",1570.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Escort,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Escort MAX 360c MKII Laser Radar Detector - Dual-Band Wi-Fi and Bluetooth Enabled, 360° Directional Arrows, Exceptional Range, Shared Alerts, Apple CarPlay and Android Auto Compatible, Black",1571.0,
Mobile Devices,tablet,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,Galaxy Tab A9+,5G,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Samsung 2024 Galaxy Tab A9+ 11” 128GB 5G | Android 13 WiFi Touchscreen International | Big Screen, Quad Speakers, Slim | Tablet Bundle - Hard Back Trifold Stand Case + 64GB SD Card (Grey) | MdTec",1572.0,
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4572,HDMI 2.0,,,,,,M-to-F,False,,,,gpt-4o-mini,UGREEN HDMI Extension Cable 4K HDMI Extender 1.5FT Male to Female Adapter Cord Compatible with Roku TV Stick PS5 PS4 Xbox Laptop PC Nintendo Switch 2 Blu Ray Player Google Chromecast Wii U HDTV,1573.0,
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Koncept,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,FHD_1080p,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2425H,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Koncept P2425H for Dell Replacement - Computer Monitor Screen 24"" 16:9 IPS Bundle with Stand - Full HD, 1920 x 1080-1 Year Warranty - LED, 100Hz - with DisplayPort & USB 3.0 Upstream Cable - New Model",1574.0,
Accessories,charger_aux,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,100.0,W,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,"iPhone, Galaxy, iPad, MacBook",,,M-to-F,,,,,gpt-4o-mini,"UGREEN 130W USB C Car Charger, PD 100W +PD 30W Type C Car Charger Adapter Compatible with iPhone 16 16 Plus 16 Pro 16 Pro Max, Galaxy S24 S23 Ultra, iPad, MacBook, and More",1575.0,
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8288,DisplayPort,,,,,,,,,,,gpt-4o-mini,"Amazon Basics Mini DisplayPort to DisplayPort Display Cable, 4Kx2K, Gold-Plated Plugs, 6 Foot, Black",1576.0,
Computers & Gaming,laptop,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,,,,,,,,,,,,,,,,,Intel 7 150U,,,16.0,512.0,Gen4,,,,,,,,,Galaxy Book4 2024,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"SAMSUNG Galaxy Book4 2024 Business Laptop 15.6"" FHD IPS 10-Core Intel 7 150U 16GB LPDDR4 512GB SSD Intel Graphics Wi-Fi 6 Backlit Keyboard Fingerprint Win11 Home w/ONT 32GB USB",1577.0,
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon PGI-250 Genuine Pigment Black Ink Tank, Compatible with MG6320, IP7220 & MG5420, MX922, MG5520, MG6420, MG7120, iX6820, iP8720, MG7520, MG6620, and MG5620 Printers",1578.0,
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Blackmagic,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Blackmagic Micro Converter BiDirect SDI/HDMI 3G PSU (CONVBDC/SDI/HDMI03G/PS),1579.0,
"Office, Printing & Power",laminator,Mainstream,New,False,Current-Gen,Fellowes,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Fellowes Laminator Venus 2 125, Rapid 30-60 Second Warm-up Laminating Machine, with Laminating Pouches Kit (5734801), Black, Silver, 5.1"" x 21.3"" x 8.2""",1580.0,
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,45.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Type C,,,,,,,,,,,gpt-4o-mini,"Lenovo Laptop Charger 45W Watt USB Type C(USB-C) AC Power Adapter - Chromebook Duet 3 (11"""")，Yoga 6 (13"""" AMD) 2 in 1，100e (2nd Gen) (11.6"""") Laptop, black, ADLX45YCC3G",1581.0,
Audio & Media Systems,subwoofer,Mainstream,New,True,Current-Gen,Bose,0.95,,,,,,,,,,,,,,2.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Bose Bass Module 700 - Black- Wireless, Compact Subwoofer",1582.0,
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Pyle Adjustable Microphone Stand - Universal Mic Stand with Compact Heavy Base, Floor Standing Design, Height Adjustable, Pivot Angle Clip for Singing & Recording (2.8’ - 5’ ft., 9.8” Base Diameter)",1583.0,
Accessories,remote_control,Mainstream,New,False,Current-Gen,Philips,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Philips Universal Remote Control, Universal TV Remote Replacement, Samsung TV Control Universal, for Roku Replacement, Vizio, LG, Sony, Apple, 3 Device, Blue, SRP3249B/27",1584.0,
Computers & Gaming,console,Mainstream,New,True,Current-Gen,Nintendo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nintendo Switch,,,,128.0,,,,,,True,Nintendo_Switch,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Nintendo Switch Mario Kart 8 Deluxe Bundle 3 Month Nintendo + 128GB MicroSD Card,1585.0,
Computers & Gaming,mini_pc,Mainstream,Renewed/Refurbished,False,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i3-8100T,,,16.0,256.0,DDR4,,,,,,,,,Optiplex 3060,,,,,,,,,,,,,,,,,,NVMe,,gpt-4o-mini,"Dell Optiplex 3060 Micro PC, Intel Core i3-8100T, 16GB DDR4 RAM, 256GB NVMe SSD, Win11Pro (Renewed)",1586.0,
