category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,original_title,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype,image_url,product_url
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,36.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazon Basics AAA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life, 36 Count (Pack of 1)",False,4.7,Best Seller,Organic,1,1,0,0.0,2.740194654428777,11.51293546492023,13.346749356585295,Amazon Basics_battery,https://m.media-amazon.com/images/I/81Apg8B6+0L._AC_UL320_.jpg,/Amazon-Basics-AAA-High-Performance-36/dp/B00LH3DMUO/ref=sr_1_18?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-18
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas Instruments TI-30XIIS Scientific Calculator, Black with Blue Accents",False,4.7,Best Seller,Organic,0,0,0,0.0,2.915064370486536,11.51293546492023,10.788679697308252,Texas Instruments_calculator,https://m.media-amazon.com/images/I/5198+fcBR+L._AC_UL320_.jpg,/Texas-Instruments-Scientific-Calculator-Accents/dp/B00000JBNX/ref=sr_1_16?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-16
Audio & Media Systems,earbuds,Premium,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Apple AirPods Pro 2 Wireless Earbuds, Active Noise Cancellation, Hearing Aid Feature, Bluetooth Headphones, Transparency, Personalized Spatial Audio, High-Fidelity Sound, H2 Chip, USB-C Charging",False,4.6,Best Seller,Organic,0,0,0,0.0,5.095221510537605,9.210440366976515,10.488018924717574,Apple_earbuds,https://m.media-amazon.com/images/I/61SUj2aKoEL._AC_UL320_.jpg,/Apple-Cancellation-Transparency-Personalized-High-Fidelity/dp/B0D1XD1ZV3/ref=sr_1_4?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-4
Networking & Smart Home,smart_tag,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apple AirTag 4 Pack. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",False,4.8,No Badge,Organic,0,0,0,0.0,4.300545392805998,9.210440366976515,10.274671726667416,Apple_smart_tag,https://m.media-amazon.com/images/I/61bMNCeAUAL._AC_UL320_.jpg,/Apple-MX542LL-A-AirTag-Pack/dp/B0D54JZTHY/ref=sr_1_5?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-5
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Amazon Basics,1.0,,,,A4,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazon Basics Multipurpose Copy Printer Paper, 20 lb, 8.5 x 11 Inches, 8 Reams (4,000 Sheets), 92 Bright, White",False,4.8,Best Seller,Organic,1,1,0,0.0,3.71284009155878,11.289794413577894,12.198609868148807,Amazon Basics_toner_ink,https://m.media-amazon.com/images/I/71QiYj-N8PL._AC_UL320_.jpg,/AmazonBasics-Bright-Multipurpose-Copy-Paper/dp/B07K8WHH5J/ref=sr_1_17?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-17
Audio & Media Systems,earbuds,Premium,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",False,4.5,No Badge,Organic,0,0,0,0.0,4.4898715616246285,9.210440366976515,9.507997527450042,Apple_earbuds,https://m.media-amazon.com/images/I/61iBtxCUabL._AC_UL320_.jpg,/Apple-Bluetooth-Headphones-Personalized-Effortless/dp/B0DGHMNQ5Z/ref=sr_1_7?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-7
Networking & Smart Home,smart_tag,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apple AirTag. Keep Track of and find Your Keys, Wallet, Luggage, Backpack, and More. Simple one-tap Set up with iPhone or iPad",False,4.6,Best Seller,Organic,0,0,0,0.0,3.179719109667007,9.210440366976515,10.54812702903103,Apple_smart_tag,https://m.media-amazon.com/images/I/71rP7f78eFL._AC_UL320_.jpg,/Apple-MX532LL-A-AirTag/dp/B0CWXNS552/ref=sr_1_8?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-8
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Black",False,4.6,Best Seller,Organic,0,0,0,0.0,4.614625344758847,11.51293546492023,10.703761188563927,Texas Instruments_calculator,https://m.media-amazon.com/images/I/71AyPChhFdL._AC_UL320_.jpg,/Texas-Instruments-TI-84-Graphing-Calculator/dp/B00TFYYWQA/ref=sr_1_6?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-6
Mobile Devices,tablet,Premium,New,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,iPad 11-inch,WiFi,,,,,,True,,,,,,,,,,,,,"Apple iPad 11-inch: A16 chip, 11-inch Model, Liquid Retina Display, 128GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Blue",False,4.7,Best Seller,Organic,0,1,0,0.0,5.652664603477591,9.210440366976515,8.896861744480391,Apple_tablet,https://m.media-amazon.com/images/I/61aPY8odPSL._AC_UL320_.jpg,/Apple-iPad-11-inch-Display-All-Day/dp/B0DZ75TN5F/ref=sr_1_10?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-10
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Amazon Basics,1.0,,,,,,48.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazon Basics 48-Pack AA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life",False,4.7,Best Seller,Organic,1,1,0,0.0,2.771963526845863,11.51293546492023,13.671177031805664,Amazon Basics_battery,https://m.media-amazon.com/images/I/81iJ+tnLADL._AC_UL320_.jpg,/AmazonBasics-Performance-Alkaline-Batteries-Count/dp/B00MNV8E0C/ref=sr_1_11?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-11
Computers & Gaming,laptop,Premium,New,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,12.0,,,,,M4,,,16.0,256.0,,,,,,,,,,MacBook Air,,,,,,,,,,,,,,,,,,,,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",False,4.8,Best Seller,Organic,0,1,0,0.0,6.782135365057486,9.210440366976515,7.557472901614746,Apple_laptop,https://m.media-amazon.com/images/I/71cWZUr9SVL._AC_UL320_.jpg,/Apple-2025-MacBook-13-inch-Laptop/dp/B0DZD9S5GC/ref=sr_1_12?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-12
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas Instruments TI-30Xa Scientific Calculator,False,4.7,No Badge,Organic,1,0,0,0.28,2.772588722239781,11.002116507732016,9.769727562356604,Texas Instruments_calculator,https://m.media-amazon.com/images/I/71d3OqkkdkL._AC_UL320_.jpg,/Texas-Instruments-TI-30Xa-Scientific-Calculator/dp/B00000JBNS/ref=sr_1_41?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-41
Mobile Devices,smartwatch,Premium,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Watch Series 10,,,,,,,,,,,,,,,,,,,,"Apple Watch Series 10 [GPS 42mm case] Smartwatch with Rose Gold Aluminium Case with Light Blush Sport Band - S/M. Fitness Tracker, ECG App, Always-On Retina Display, Water Resistant",False,4.7,Best Seller,Organic,0,0,0,0.0,5.638781624438787,9.210440366976515,9.374667665397858,Apple_smartwatch,https://m.media-amazon.com/images/I/61Z8y0y2b0L._AC_UL320_.jpg,/Apple-Watch-Smartwatch-Aluminium-Always/dp/B0DGHYQ1VJ/ref=sr_1_39?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-39
Networking & Smart Home,wifi_extender,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,AC1200,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet,,,,,,,,,,,"TP-Link AC1200 WiFi Extender, 2025 Wirecutter Best WiFi Extender, 1.2Gbps Home Signal Booster, Dual Band 5GHz/2.4GHz, Up to 1600 Sq.ft and 32 Devices, EasyMesh Compatible, One Ethernet Port (RE315)",False,4.2,Best Seller,Organic,1,0,0,0.33,3.433664571799657,9.210440366976515,10.4195394952737,TP-Link_wifi_extender,https://m.media-amazon.com/images/I/41Y56RIq57L._AC_UL320_.jpg,/Wifi-Extender-Booster-Wireless-Repeater/dp/B08RHD97QY/ref=sr_1_37?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-37
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.95,,,,A4,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotch Thermal Laminating Pouches, for Use with Thermal Laminators, 8.9 x 11.4 Inches, Letter Size Sheets, 100-Pack",False,4.9,No Badge,Organic,1,0,0,0.4,3.0440461338325417,11.156264806643742,11.189422759203678,Scotch_toner_ink,https://m.media-amazon.com/images/I/61y4SMvlKEL._AC_UL320_.jpg,/Scotch-Thermal-Laminating-100-Pack-TP3854-100/dp/B007VBXB48/ref=sr_1_36?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-36
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Duracell,0.95,,,,,,24.0,,,,,,1000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duracell Coppertop AAA Batteries with Power Boost Ingredients, 24 Count Pack Triple A Battery with Long-Lasting Power, Alkaline AAA Battery for Household and Office Devices",False,4.8,No Badge,Organic,1,0,0,0.07,3.130700133964476,11.002116507732016,11.126762859116562,Duracell_battery,https://m.media-amazon.com/images/I/71fYdkAZLML._AC_UL320_.jpg,
Accessories,stylus,Mainstream,New,True,Current-Gen,Apple,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,iPad,,,,True,,,,"Apple Pencil Pro: Latest Model - Device Compatibility Check Required - Pixel-Perfect Precision, Tilt and Pressure Sensitivity, Perfect for Note-Taking, Drawing, and Art. Charges and Pairs Magnetically",False,4.6,No Badge,Organic,0,0,0,0.0,5.003946305945459,9.210440366976515,8.450412157725886,Apple_stylus,https://m.media-amazon.com/images/I/41iLLpfSWxL._AC_UL320_.jpg,/Apple-Pencil-Pro-Pixel-Perfect-Industry-Leading/dp/B0D3J71RM7/ref=sr_1_31?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-31
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,JBL,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)",False,4.3,No Badge,Organic,0,0,0,0.0,3.432372999130605,9.210440366976515,10.18716160359037,JBL_earbuds,https://m.media-amazon.com/images/I/41+1Csr1pSL._AC_UL320_.jpg,/JBL-Vibe-Beam-Wireless-Headphones/dp/B0BQPNMXQV/ref=sr_1_30?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-30
