category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Avery,0.9,,,,A4,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,3.448080967561006,5.303304908059076,6.169610732491456,Avery_toner_ink
Accessories,protection_case,Mainstream,New,True,Current-Gen,Spigen,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samsung Galaxy Note 20 Ultra 5G,,,,,,,,,,,Plastic,Samsung,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,2.2502386126218363,6.2166061010848646,8.377241230988792,Spigen_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MG7720, TS8020, TS9020",,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.12,2.8326249356838407,5.993961427306569,7.443078374348516,Canon_toner_ink
Accessories,screen_protector,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,1,0,0.0,2.9439125248241944,5.707110264748875,9.113499020526628,ESR_screen_protector
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Koss,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,1,1,0,0.0,1.944480556245719,6.2166061010848646,7.331714969726466,Koss_headphones
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Marshall,0.95,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.6150215020384655,4.61512051684126,9.74934520600748,Marshall_headphones
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,True,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.0,3.414113606928702,5.993961427306569,8.475746001502063,E-Z Ink_toner_ink
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,False,4.7,No Badge,Organic,0,0,0,0.0,5.017213609456379,0.0,2.833213344056216,Razer_headphones
Accessories,cable,Mainstream,New,True,Current-Gen,Elgato,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,XLR,,,,,,M-to-F,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,3.2573270112424533,5.707110264748875,6.568077911411976,Elgato_cable
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.9,,,,A4,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.5,2.727199019940971,6.2166061010848646,6.542471960506805,Epson_toner_ink
Accessories,mount_small,Mainstream,New,False,Current-Gen,Moukey,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,0,0,0.15,3.0440461338325417,5.993961427306569,8.165363632473982,Moukey_mount_small
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.21,3.783962335360629,5.707110264748875,7.660114319173928,Canon_toner_ink
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Samson,0.9,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go Mic,,,,,,,,,USB,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,3.6635616461296463,5.303304908059076,8.679992081721329,Samson_microphone
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.9,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,0,0,0.0,5.337538079701318,3.9318256327243257,6.70196036600254,Jabra_headphones
Audio & Media Systems,microphone,Mainstream,New,True,Current-Gen,Sennheiser,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,4.8,No Badge,Organic,1,0,0,0.06,4.614625344758847,5.303304908059076,7.037905963447182,Sennheiser_microphone
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,2.0,,,,,,condenser,,,,,,,,,,,,,,,,Wired,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-A/USB-C,,,,,,,False,,,,False,4.2,No Badge,Organic,1,0,0,0.05,5.128121989551922,4.61512051684126,3.871201010907891,Jabra_speaker
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,3.8,No Badge,Organic,1,0,0,0.0,3.4008639927609177,5.303304908059076,7.994294986415977,Pyle_microphone
Accessories,cable,Mainstream,New,True,Current-Gen,Belkin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,USB to Lightning,True,,Apple,,,M-to-M,,,,,False,4.6,No Badge,Organic,1,0,0,0.15,3.0440461338325417,5.993961427306569,8.995040974685022,Belkin_cable
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.9,No Badge,Organic,0,0,0,0.0,3.9292733588346738,5.303304908059076,4.189654742026425,Texas Instruments_calculator
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,Inkjet,True,False,A4,,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,1,0,0.0,3.0440461338325417,6.2166061010848646,8.001019961323651,E-Z Ink_toner_ink
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Sony,0.9,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,M-to-F,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,3.9787466374710543,5.303304908059076,6.643789733147672,Sony_charger
Accessories,cable,Mainstream,New,False,Current-Gen,Baseus,0.9,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,,,,M-to-M,,,,,False,4.4,No Badge,Organic,1,1,1,0.0,2.4840729690394228,6.2166061010848646,5.455321115357702,Baseus_cable
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,False,4.9,No Badge,Organic,0,0,0,0.0,4.6150215020384655,0.0,2.9444389791664403,Razer_headphones
Accessories,remote_control,Mainstream,New,False,Current-Gen,GE,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,1,0,0,0.0,2.344686269012681,6.2166061010848646,8.545780648268149,GE_remote_control
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,KYOCERA,1.0,Laser,False,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,4.0884941485439255,4.61512051684126,4.672828834461906,KYOCERA_toner_ink
Accessories,cable,Mainstream,New,False,Current-Gen,AINOPE,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0068,USB 3.0,True,Metal,,,,M-to-F,False,,,,False,4.8,No Badge,Organic,1,0,0,0.0,2.63834278867739,6.2166061010848646,7.904334842085095,AINOPE_cable
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Koss,0.9,,,,,,,,,,,,,,,,,,,on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,1,0,0.0,3.851423383299216,5.303304908059076,7.064759027791802,Koss_headphones
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,0,0,0.35,3.911822985425479,5.303304908059076,8.309676895987726,Pyle_speaker
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,LISEN,0.9,,,,,,,,,,,,10.0,W,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,False,4.3,No Badge,Organic,1,0,0,0.07,3.331847303527362,5.303304908059076,4.890349128221754,LISEN_charger
Accessories,mount_small,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,iPhone,,,,,,,,False,4.8,No Badge,Organic,0,0,0,0.17,3.177637076851603,5.993961427306569,7.971776122880628,UGREEN_mount_small
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Mophie,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.1,No Badge,Organic,1,0,0,0.5,5.016948656152848,5.303304908059076,5.389071729816501,Mophie_charger
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Jabra,0.9,,,,,,,,,,,,,,,,True,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.0,No Badge,Organic,0,1,0,0.0,5.521420917062225,4.61512051684126,6.628041376179533,Jabra_earbuds
"Office, Printing & Power",ups,Enterprise/Professional,New,True,Current-Gen,APC,1.0,,,,,,,,3000.0,VA,True,,2700.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,5.0,No Badge,Organic,0,0,0,0.0,7.952027531391568,0.0,1.791759469228055,APC_ups
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Anker,0.95,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,False,4.5,No Badge,Organic,1,1,0,0.0,4.127134385045092,5.303304908059076,5.817111159963204,Anker_charger
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.126973081713828,5.303304908059076,7.267525427828172,Brother_toner_ink
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,ACDelco,0.9,,,,,,8.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,1,0,0.06,2.63834278867739,6.2166061010848646,7.544332108053688,ACDelco_battery
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,130.0,W,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,USB-C,,,Dell,,,M-to-F,False,,,,False,4.9,No Badge,Organic,1,0,0,0.09,4.248352374701448,4.61512051684126,2.9444389791664403,Dell_charger
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.95,,True,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.281361456542419,6.398594934535208,5.459585514144159,Epson_toner_ink
Accessories,adapter,Mainstream,New,False,Current-Gen,Original,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB to RS485,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.7966713927557385,5.707110264748875,6.025865973825314,Original_adapter
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,USB-C to DisplayPort 1.4,True,,,,,M-to-M,,,,,False,4.5,No Badge,Organic,0,0,0,0.1,3.4008639927609177,5.707110264748875,5.765191102784844,UGREEN_cable
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Energizer,0.95,,,,,,5.0,,,,,,357.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,2.3960754360813845,6.2166061010848646,6.51025834052315,Energizer_battery
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,,,,,True,over-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,1,0,0.0,5.602118820879701,3.9318256327243257,5.468060141135132,Jabra_headphones
Accessories,strap_grip,Mainstream,New,False,Current-Gen,PopSockets,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,iPhone MagSafe,,,,True,,,,False,5.0,No Badge,Organic,1,0,0,0.0,3.4339872044851463,5.707110264748875,1.6094379124341005,PopSockets_strap_grip
Accessories,stylus,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,iPad,,,,,,,,False,4.1,No Badge,Organic,1,0,0,0.0,2.8898160479624417,5.993961427306569,5.703782474656201,ESR_stylus
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,,,,,,,240.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,USB-C 3.2 Gen 2,,,,,,M-to-M,False,,,240.0,False,4.7,No Badge,Organic,0,0,0,0.12,2.8898160479624417,5.993961427306569,7.670428522190693,UGREEN_cable
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Polk,0.95,,,,,,2.0,,,,,,,,2.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.06,5.703782474656201,3.9318256327243257,7.498315870766981,Polk_speaker
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Ricoh,0.9,,,,,,,,,,,,2000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,3.624340932976365,5.303304908059076,6.2166061010848646,Ricoh_battery
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,True,,,,20.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.0,3.63705970538414,5.303304908059076,8.223627175805483,E-Z Ink_toner_ink
"Office, Printing & Power",surge_protector,Mainstream,New,False,Current-Gen,ABB,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,3.897924081048645,5.303304908059076,4.48863636973214,ABB_surge_protector
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,3.4239368686316447,5.707110264748875,6.513230110912307,EPSON_toner_ink
Accessories,protection_case,Mainstream,New,False,Legacy,BAGSMART,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,"MacBook, Dell, HP",,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,3.1350593387750902,5.707110264748875,5.030437921392435,BAGSMART_protection_case
Audio & Media Systems,soundbar,Premium,New,True,Current-Gen,Nakamichi,0.95,,,,,,,,,,,,,,11.2.6,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,7.6966625381267715,0.0,7.6586995582682995,Nakamichi_soundbar
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Epson,0.95,Inkjet,True,False,A3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.9,No Badge,Organic,1,0,0,0.12,6.722617761088698,3.9318256327243257,5.1647859739235145,Epson_printer
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,,,,,,,,,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,0,0,0.0,3.6224725219163374,5.303304908059076,7.592870287844818,Amazon Basics_microphone
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Belkin,0.9,,,,,,,,,,,,37.0,W,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,USB-C,,,,,,M-to-F,,2.0,,37.0,False,4.6,No Badge,Organic,1,0,0,0.0,3.147594622863237,5.707110264748875,5.583496308781699,Belkin_charger
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Elgato,0.95,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.6150215020384655,4.61512051684126,6.704414354964107,Elgato_microphone
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,E-Z Ink,0.95,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,1,0,0.0,3.366950942933564,5.993961427306569,6.897704943128636,E-Z Ink_toner_ink
Accessories,protection_case,Mainstream,New,True,Current-Gen,Coach,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leather,Apple,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.0,3.713572066704308,5.303304908059076,5.8522024797744745,Coach_protection_case
Audio & Media Systems,turntable,Mainstream,New,True,Current-Gen,Audio-Technica,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,5.703782474656201,3.9318256327243257,4.912654885736052,Audio-Technica_turntable
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,0.95,Laser,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,,,,,,,,False,5.0,No Badge,Organic,1,0,0,0.0,5.777311707944317,3.9318256327243257,0.6931471805599453,HP_toner_ink
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,Singing Machine,0.9,,,,,,,,,,,,,,,,,,,,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.23,2.63834278867739,6.398594934535208,8.540909718033554,Singing Machine_microphone
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Renata,0.95,,,,,,2.0,,,,,,1.55,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,2.0731719286662407,6.90875477931522,7.95892649305011,Renata_battery
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.453067407778134,4.61512051684126,6.761572768804055,HP_toner_ink
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Panasonic,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.7133281345162463,5.707110264748875,5.438079308923196,Panasonic_speaker
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,Tripp Lite,1.0,,,,,,,,1500.0,VA,True,2.0,1440.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,0,0,0,0.0,6.684886689862358,0.0,5.198497031265826,Tripp Lite_ups
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,6.215207918494159,3.9318256327243257,3.9318256327243257,HP_toner_ink
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Xerox,0.95,Laser,True,True,A4,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.8,No Badge,Organic,0,0,0,0.0,6.175846479868856,3.9318256327243257,3.4011973816621555,Xerox_printer
